403.00,3.00,962.32,12.00,11547.89
405.00,4.00,110.94,18.00,1996.83
407.00,2.00,193.99,17.00,3297.86
415.00,3.00,144.37,16.00,2309.84
416.00,1.00,223.83,15.00,3357.44
417.00,1.00,209.06,12.00,2508.76
422.00,2.00,75.70,10.00,757.05
423.00,2.00,195.48,14.00,2736.76
424.00,3.00,470.00,15.00,7050.03
428.00,4.00,80.06,10.00,800.64
429.00,1.00,356.58,19.00,6774.96
430.00,4.00,217.64,19.00,4135.08
432.00,2.00,35.94,15.00,539.16
434.00,4.00,28.59,10.00,285.87
436.00,4.00,224.48,13.00,2918.22
437.00,4.00,71.18,10.00,711.81
438.00,4.00,254.07,12.00,3048.84
442.00,4.00,73.10,12.00,877.21
443.00,1.00,110.20,10.00,1102.00
444.00,4.00,286.46,14.00,4010.43
445.00,4.00,31.07,15.00,466.10
450.00,2.00,42.62,14.00,596.62
451.00,2.00,72.15,17.00,1226.57
453.00,2.00,58.44,15.00,876.57
456.00,3.00,295.71,14.00,4139.91
457.00,2.00,86.00,19.00,1634.04
461.00,2.00,164.02,18.00,2952.45
463.00,2.00,32.25,16.00,515.95
464.00,1.00,192.61,15.00,2889.10
465.00,4.00,87.37,15.00,1310.56
466.00,3.00,555.33,16.00,8885.33
468.00,1.00,436.25,10.00,4362.45
469.00,1.00,430.19,19.00,8173.59
471.00,1.00,359.26,18.00,6466.60
475.00,3.00,108.84,11.00,1197.29
478.00,4.00,211.08,16.00,3377.27
480.00,4.00,98.19,11.00,1080.06
482.00,2.00,72.91,17.00,1239.39
483.00,1.00,250.85,12.00,3010.16
485.00,1.00,361.81,16.00,5789.03
488.00,4.00,202.07,17.00,3435.23
490.00,1.00,461.79,10.00,4617.94
491.00,4.00,55.35,18.00,996.21
492.00,1.00,388.31,15.00,5824.64
493.00,1.00,305.72,13.00,3974.37
494.00,2.00,69.44,10.00,694.40
496.00,3.00,400.40,13.00,5205.19
501.00,3.00,566.87,11.00,6235.60
502.00,1.00,73.02,14.00,1022.34
503.00,1.00,154.79,10.00,1547.86
507.00,4.00,156.20,15.00,2342.98
508.00,3.00,390.53,11.00,4295.82
513.00,3.00,880.93,10.00,8809.32
514.00,2.00,147.37,15.00,2210.58
516.00,3.00,798.29,19.00,15167.50
518.00,2.00,158.20,15.00,2372.96
521.00,4.00,251.95,10.00,2519.54
522.00,3.00,619.62,18.00,11153.13
523.00,2.00,136.35,16.00,2181.65
524.00,3.00,512.53,18.00,9225.49
526.00,3.00,130.94,19.00,2487.84
527.00,3.00,675.07,17.00,11476.13
528.00,2.00,34.66,18.00,623.89
529.00,2.00,98.30,13.00,1277.93
531.00,1.00,295.44,12.00,3545.31
533.00,1.00,361.24,12.00,4334.87
534.00,1.00,407.76,12.00,4893.06
537.00,4.00,52.20,18.00,939.59
538.00,3.00,889.41,16.00,14230.64
539.00,1.00,287.69,14.00,4027.59
540.00,2.00,104.11,17.00,1769.82
541.00,3.00,196.04,17.00,3332.69
544.00,2.00,169.07,13.00,2197.95
548.00,4.00,24.30,17.00,413.09
549.00,2.00,66.35,16.00,1061.54
550.00,3.00,222.10,16.00,3553.53
551.00,1.00,167.02,19.00,3173.41
552.00,4.00,121.67,16.00,1946.67
553.00,1.00,474.34,14.00,6640.79
554.00,4.00,187.01,14.00,2618.13
555.00,1.00,425.74,14.00,5960.33
556.00,4.00,216.00,14.00,3024.03
557.00,4.00,42.63,12.00,511.51
559.00,4.00,89.78,13.00,1167.12
560.00,2.00,135.04,16.00,2160.63
564.00,3.00,351.22,10.00,3512.17
566.00,2.00,24.44,10.00,244.36
568.00,4.00,220.34,17.00,3745.86
572.00,3.00,158.75,15.00,2381.24
573.00,1.00,419.83,18.00,7556.90
576.00,2.00,43.10,10.00,431.03
581.00,2.00,27.19,12.00,326.29
582.00,1.00,213.03,15.00,3195.48
583.00,4.00,249.65,13.00,3245.49
584.00,2.00,146.27,16.00,2340.32
585.00,2.00,102.68,18.00,1848.27
587.00,2.00,96.84,17.00,1646.30
588.00,3.00,522.12,16.00,8353.96
590.00,1.00,338.49,10.00,3384.89
592.00,4.00,162.34,12.00,1948.11
593.00,1.00,79.72,10.00,797.25
594.00,4.00,292.04,17.00,4964.76
596.00,4.00,148.58,19.00,2823.05
598.00,3.00,714.26,13.00,9285.39
600.00,2.00,148.76,12.00,1785.10
601.00,1.00,170.66,18.00,3071.96
603.00,4.00,46.32,18.00,833.81
606.00,3.00,637.91,10.00,6379.14
608.00,4.00,268.34,18.00,4830.14
610.00,4.00,143.20,19.00,2720.76
613.00,4.00,248.17,13.00,3226.15
615.00,2.00,95.83,12.00,1150.01
616.00,3.00,854.96,13.00,11114.42
618.00,4.00,80.52,15.00,1207.83
619.00,3.00,595.51,13.00,7741.68
620.00,3.00,273.24,13.00,3552.17
621.00,4.00,39.54,17.00,672.26
622.00,2.00,184.00,15.00,2760.03
623.00,3.00,838.46,19.00,15930.68
625.00,1.00,71.94,14.00,1007.23
626.00,2.00,171.87,10.00,1718.71
627.00,1.00,247.12,17.00,4201.04
629.00,3.00,591.83,18.00,10652.92
630.00,3.00,182.22,12.00,2186.62
631.00,1.00,390.49,17.00,6638.35
632.00,4.00,178.91,11.00,1967.97
634.00,1.00,134.70,15.00,2020.57
636.00,2.00,30.26,12.00,363.13
637.00,1.00,314.51,11.00,3459.60
638.00,3.00,856.31,17.00,14557.33
641.00,2.00,123.10,10.00,1230.99
642.00,2.00,167.51,15.00,2512.64
644.00,1.00,207.33,18.00,3731.88
645.00,4.00,182.94,11.00,2012.35
650.00,1.00,311.34,18.00,5604.12
651.00,3.00,767.52,14.00,10745.22
653.00,3.00,285.29,17.00,4849.99
655.00,2.00,42.70,18.00,768.60
656.00,1.00,108.44,15.00,1626.53
657.00,3.00,708.58,19.00,13462.95
659.00,4.00,289.19,15.00,4337.89
661.00,4.00,63.39,12.00,760.67
662.00,3.00,195.09,16.00,3121.36
665.00,1.00,328.23,11.00,3610.51
667.00,2.00,146.59,16.00,2345.44
672.00,2.00,71.50,10.00,715.04
673.00,2.00,135.28,14.00,1893.93
675.00,4.00,287.81,14.00,4029.36
676.00,1.00,65.04,14.00,910.57
682.00,1.00,272.47,16.00,4359.47
685.00,1.00,114.91,13.00,1493.80
687.00,2.00,110.11,19.00,2092.12
688.00,1.00,460.30,15.00,6904.55
690.00,2.00,136.27,10.00,1362.67
692.00,2.00,48.22,12.00,578.60
693.00,1.00,357.54,11.00,3932.98
694.00,4.00,182.17,17.00,3096.87
697.00,3.00,503.17,12.00,6038.09
698.00,2.00,92.98,13.00,1208.80
703.00,1.00,304.07,14.00,4256.94
704.00,4.00,83.17,14.00,1164.43
705.00,1.00,461.88,10.00,4618.80
708.00,4.00,40.01,14.00,560.11
710.00,4.00,273.03,15.00,4095.39
715.00,4.00,206.28,13.00,2681.61
718.00,4.00,98.08,12.00,1177.00
720.00,4.00,51.72,19.00,982.71
722.00,3.00,480.65,14.00,6729.09
723.00,4.00,240.72,18.00,4332.92
724.00,1.00,113.62,10.00,1136.23
729.00,1.00,125.08,10.00,1250.82
730.00,4.00,277.88,13.00,3612.47
735.00,2.00,141.88,17.00,2412.00
736.00,3.00,714.40,10.00,7144.04
737.00,4.00,192.33,12.00,2307.99
740.00,4.00,142.11,14.00,1989.60
741.00,3.00,901.88,15.00,13528.15
742.00,2.00,122.51,13.00,1592.62
745.00,3.00,247.25,19.00,4697.84
746.00,2.00,144.52,16.00,2312.32
747.00,3.00,706.86,11.00,7775.51
748.00,3.00,981.96,12.00,11783.52
751.00,4.00,80.65,16.00,1290.37
753.00,2.00,39.27,19.00,746.04
754.00,2.00,160.53,10.00,1605.26
755.00,2.00,183.84,19.00,3492.87
756.00,2.00,88.91,10.00,889.10
757.00,2.00,133.51,16.00,2136.23
758.00,3.00,487.13,13.00,6332.67
759.00,1.00,246.99,16.00,3951.91
760.00,3.00,379.33,18.00,6828.01
762.00,2.00,188.51,18.00,3393.21
763.00,1.00,473.34,13.00,6153.39
765.00,1.00,443.63,18.00,7985.42
769.00,4.00,87.72,18.00,1578.95
770.00,1.00,460.49,17.00,7828.39
771.00,1.00,334.93,12.00,4019.16
775.00,2.00,25.06,10.00,250.62
776.00,1.00,218.89,10.00,2188.95
777.00,1.00,332.04,19.00,6308.74
779.00,4.00,248.67,10.00,2486.71
780.00,3.00,311.53,18.00,5607.51
784.00,4.00,41.16,16.00,658.57
785.00,2.00,23.04,13.00,299.58
786.00,1.00,459.30,11.00,5052.34
787.00,3.00,342.67,13.00,4454.67
788.00,4.00,247.71,19.00,4706.42
790.00,3.00,290.29,13.00,3773.75
793.00,1.00,484.45,19.00,9204.59
795.00,1.00,276.29,14.00,3868.12
797.00,1.00,111.09,12.00,1333.03
799.00,1.00,483.96,19.00,9195.22
800.00,3.00,247.36,10.00,2473.56
802.00,2.00,38.03,16.00,608.45
805.00,2.00,88.10,18.00,1585.74
806.00,4.00,35.64,17.00,605.80
807.00,4.00,109.25,15.00,1638.68
808.00,1.00,491.62,19.00,9340.83
810.00,1.00,237.27,18.00,4270.90
812.00,3.00,987.56,19.00,18763.62
813.00,1.00,419.38,12.00,5032.58
820.00,1.00,273.53,15.00,4103.02
821.00,3.00,858.65,11.00,9445.16
822.00,4.00,139.31,18.00,2507.53
823.00,2.00,147.55,14.00,2065.63
827.00,3.00,673.57,12.00,8082.86
829.00,3.00,425.39,13.00,5530.02
833.00,3.00,834.45,18.00,15020.12
834.00,4.00,135.30,16.00,2164.79
835.00,1.00,408.38,16.00,6534.01
837.00,3.00,897.94,17.00,15264.91
838.00,1.00,234.92,10.00,2349.24
840.00,1.00,333.51,10.00,3335.08
841.00,3.00,475.64,19.00,9037.25
843.00,1.00,92.10,17.00,1565.73
848.00,2.00,152.49,11.00,1677.35
850.00,2.00,111.09,14.00,1555.23
852.00,2.00,192.75,10.00,1927.54
853.00,1.00,433.21,16.00,6931.39
854.00,3.00,877.41,16.00,14038.57
855.00,3.00,466.10,19.00,8855.83
856.00,1.00,393.06,11.00,4323.69
860.00,3.00,627.94,16.00,10047.07
861.00,4.00,142.06,13.00,1846.84
866.00,1.00,249.21,17.00,4236.61
869.00,3.00,831.83,12.00,9981.93
871.00,1.00,144.84,10.00,1448.43
872.00,4.00,78.65,11.00,865.14
873.00,2.00,133.05,16.00,2128.73
874.00,1.00,423.47,16.00,6775.57
875.00,2.00,94.81,18.00,1706.63
877.00,2.00,176.06,19.00,3345.18
880.00,1.00,269.56,16.00,4312.88
881.00,1.00,141.92,18.00,2554.48
885.00,4.00,149.25,19.00,2835.81
886.00,1.00,268.65,19.00,5104.32
887.00,1.00,304.63,11.00,3350.97
891.00,3.00,746.83,15.00,11202.44
892.00,3.00,627.61,14.00,8786.57
895.00,4.00,144.54,17.00,2457.21
897.00,2.00,184.67,16.00,2954.75
898.00,4.00,107.27,10.00,1072.68
900.00,3.00,579.75,11.00,6377.25
901.00,1.00,334.19,10.00,3341.95
902.00,4.00,167.45,19.00,3181.60
903.00,2.00,43.29,14.00,606.04
904.00,3.00,438.24,11.00,4820.63
907.00,2.00,100.44,15.00,1506.56
908.00,3.00,800.19,17.00,13603.17
910.00,2.00,49.62,15.00,744.33
911.00,3.00,465.70,14.00,6519.79
914.00,2.00,95.41,10.00,954.06
916.00,2.00,35.16,14.00,492.22
918.00,4.00,203.26,10.00,2032.58
919.00,4.00,92.77,18.00,1669.81
920.00,4.00,179.88,15.00,2698.27
922.00,3.00,969.25,13.00,12600.29
923.00,1.00,128.65,18.00,2315.76
925.00,1.00,160.45,13.00,2085.91
926.00,3.00,745.81,14.00,10441.27
927.00,1.00,399.57,10.00,3995.70
929.00,2.00,130.61,15.00,1959.15
931.00,3.00,170.76,15.00,2561.46
932.00,4.00,105.97,14.00,1483.51
935.00,4.00,122.92,15.00,1843.85
936.00,1.00,379.68,17.00,6454.49
937.00,2.00,143.25,16.00,2292.01
939.00,2.00,63.02,11.00,693.22
942.00,1.00,155.45,19.00,2953.48
943.00,4.00,15.70,14.00,219.79
948.00,4.00,12.06,11.00,132.62
949.00,2.00,142.45,19.00,2706.46
950.00,1.00,421.45,16.00,6743.17
951.00,3.00,231.95,17.00,3943.11
952.00,4.00,56.30,10.00,563.03
953.00,1.00,405.54,17.00,6894.14
954.00,4.00,188.72,16.00,3019.59
957.00,4.00,99.59,14.00,1394.21
958.00,1.00,215.93,11.00,2375.19
959.00,2.00,158.55,12.00,1902.62
960.00,3.00,829.84,14.00,11617.78
963.00,2.00,93.16,15.00,1397.45
968.00,2.00,35.74,16.00,571.76
970.00,3.00,842.98,14.00,11801.74
971.00,4.00,239.48,16.00,3831.68
972.00,3.00,280.82,18.00,5054.76
973.00,1.00,412.30,16.00,6596.86
974.00,3.00,865.12,16.00,13841.91
976.00,2.00,191.41,10.00,1914.07
978.00,4.00,53.47,15.00,802.11
981.00,4.00,197.09,16.00,3153.50
983.00,4.00,288.51,17.00,4904.61
989.00,2.00,139.87,19.00,2657.54
990.00,4.00,248.57,17.00,4225.70
992.00,4.00,167.18,17.00,2842.14
993.00,2.00,102.72,10.00,1027.21
996.00,1.00,358.00,11.00,3937.96
998.00,4.00,231.89,12.00,2782.72
999.00,4.00,150.73,12.00,1808.81
1000.00,3.00,234.44,16.00,3751.10
1001.00,2.00,136.69,12.00,1640.24
1002.00,3.00,255.15,18.00,4592.66
1003.00,1.00,442.58,13.00,5753.51
1004.00,1.00,325.90,15.00,4888.53
1005.00,1.00,120.74,16.00,1931.87
1007.00,4.00,160.33,12.00,1923.91
1008.00,1.00,82.80,17.00,1407.67
1010.00,4.00,83.43,18.00,1501.70
1011.00,1.00,411.66,16.00,6586.59
1013.00,2.00,196.21,10.00,1962.11
1014.00,3.00,551.68,19.00,10481.97
1015.00,1.00,254.73,16.00,4075.69
1016.00,2.00,155.63,14.00,2178.76
1020.00,1.00,90.26,12.00,1083.15
1026.00,2.00,67.29,13.00,874.71
1028.00,3.00,216.01,13.00,2808.16
1030.00,1.00,95.52,10.00,955.25
1036.00,2.00,62.42,15.00,936.34
1037.00,4.00,216.96,17.00,3688.35
1038.00,3.00,886.31,13.00,11522.03
1039.00,1.00,107.06,15.00,1605.91
1040.00,3.00,879.94,19.00,16718.79
1041.00,1.00,317.11,14.00,4439.52
1042.00,2.00,42.88,13.00,557.44
1043.00,3.00,484.79,12.00,5817.45
1046.00,3.00,782.98,11.00,8612.79
1047.00,3.00,195.22,10.00,1952.17
1049.00,1.00,416.58,17.00,7081.88
1050.00,1.00,471.27,13.00,6126.55
1051.00,2.00,112.43,14.00,1574.07
1059.00,2.00,172.42,19.00,3276.00
1062.00,1.00,199.98,13.00,2599.80
1063.00,3.00,542.74,12.00,6512.82
1064.00,1.00,307.75,19.00,5847.20
1066.00,3.00,814.56,10.00,8145.60
1067.00,1.00,268.92,19.00,5109.43
1068.00,3.00,400.64,10.00,4006.41
1069.00,1.00,98.07,12.00,1176.83
1070.00,1.00,157.48,14.00,2204.72
1072.00,2.00,74.92,16.00,1198.69
1073.00,2.00,50.39,17.00,856.71
1076.00,1.00,65.82,12.00,789.86
1077.00,2.00,78.17,18.00,1406.99
1080.00,1.00,210.45,10.00,2104.52
1082.00,1.00,484.48,14.00,6782.76
1084.00,4.00,84.89,14.00,1188.40
1085.00,2.00,63.82,12.00,765.89
1086.00,1.00,255.99,12.00,3071.93
1088.00,4.00,69.74,10.00,697.37
1089.00,4.00,215.70,16.00,3451.13
1092.00,3.00,798.28,13.00,10377.62
1093.00,4.00,108.23,17.00,1839.95
1094.00,3.00,607.36,19.00,11539.90
1095.00,2.00,56.90,17.00,967.24
1098.00,2.00,173.46,14.00,2428.41
1099.00,2.00,55.68,17.00,946.48
1100.00,3.00,886.96,13.00,11530.46
1102.00,2.00,150.08,14.00,2101.16
1106.00,4.00,61.77,19.00,1173.64
1107.00,1.00,271.86,14.00,3806.09
1108.00,2.00,34.75,14.00,486.48
1109.00,2.00,55.28,15.00,829.15
1113.00,4.00,277.75,18.00,4999.55
1115.00,3.00,342.77,10.00,3427.68
1116.00,3.00,732.16,18.00,13178.86
1119.00,1.00,169.27,18.00,3046.88
1120.00,2.00,140.97,17.00,2396.50
1121.00,2.00,29.36,16.00,469.83
1122.00,3.00,202.28,18.00,3641.07
1126.00,4.00,238.15,18.00,4286.69
1132.00,2.00,156.14,13.00,2029.77
1138.00,2.00,187.97,13.00,2443.67
1139.00,4.00,194.85,19.00,3702.09
1142.00,1.00,212.75,13.00,2765.75
1144.00,3.00,888.34,13.00,11548.42
1145.00,4.00,237.12,10.00,2371.16
1147.00,3.00,561.03,13.00,7293.45
1148.00,2.00,107.73,12.00,1292.73
1150.00,1.00,475.78,10.00,4757.84
1152.00,1.00,293.10,17.00,4982.66
1155.00,4.00,64.33,18.00,1157.95
1159.00,4.00,49.46,19.00,939.67
1160.00,4.00,252.46,16.00,4039.41
1162.00,1.00,185.53,16.00,2968.46
1163.00,2.00,64.82,13.00,842.61
1165.00,1.00,164.60,10.00,1645.99
1166.00,2.00,108.01,18.00,1944.20
1169.00,3.00,150.33,18.00,2706.01
1172.00,3.00,663.26,13.00,8622.34
1173.00,3.00,149.06,14.00,2086.82
1175.00,1.00,280.37,13.00,3644.84
1176.00,3.00,574.31,15.00,8614.60
1177.00,3.00,605.44,12.00,7265.22
1180.00,3.00,386.94,18.00,6964.84
1184.00,4.00,291.33,18.00,5244.01
1185.00,4.00,16.37,13.00,212.87
1186.00,4.00,242.78,15.00,3641.73
1188.00,1.00,183.75,10.00,1837.46
1190.00,4.00,52.23,12.00,626.79
1192.00,3.00,678.53,12.00,8142.31
1195.00,2.00,144.55,16.00,2312.75
1197.00,2.00,63.82,16.00,1021.11
1198.00,3.00,857.97,16.00,13727.59
1200.00,1.00,82.64,13.00,1074.26
1201.00,1.00,366.48,12.00,4397.71
1202.00,2.00,92.45,10.00,924.55
1208.00,2.00,80.70,17.00,1371.87
1210.00,1.00,73.05,17.00,1241.87
1212.00,4.00,45.76,17.00,777.96
1213.00,2.00,92.17,17.00,1566.97
1214.00,2.00,83.13,13.00,1080.66
1217.00,2.00,47.61,14.00,666.60
1218.00,2.00,85.98,16.00,1375.67
1221.00,1.00,409.30,15.00,6139.56
1222.00,2.00,147.30,18.00,2651.42
1223.00,1.00,135.67,10.00,1356.72
1224.00,3.00,430.05,10.00,4300.50
1232.00,4.00,274.29,17.00,4662.92
1236.00,4.00,254.51,14.00,3563.17
1239.00,1.00,440.07,15.00,6601.05
1240.00,3.00,904.58,11.00,9950.33
1241.00,1.00,463.91,10.00,4639.07
1243.00,3.00,589.71,19.00,11204.55
1244.00,3.00,766.46,14.00,10730.42
1245.00,3.00,781.23,14.00,10937.28
1248.00,2.00,163.54,17.00,2780.11
1249.00,2.00,149.62,14.00,2094.68
1250.00,4.00,34.98,13.00,454.73
1251.00,3.00,517.43,13.00,6726.57
1258.00,3.00,697.14,18.00,12548.54
1259.00,4.00,252.52,18.00,4545.44
1261.00,3.00,208.43,11.00,2292.77
1263.00,3.00,240.95,16.00,3855.22
1266.00,3.00,550.79,15.00,8261.83
1267.00,3.00,983.28,16.00,15732.47
1269.00,1.00,186.38,16.00,2982.07
1271.00,2.00,83.00,16.00,1328.02
1272.00,2.00,187.11,17.00,3180.82
1274.00,3.00,594.47,16.00,9511.53
1277.00,1.00,165.05,18.00,2970.90
